Rep,CustomerName,SageId,RegionName,ShippingMethodRequested,DateExpected,OrderId,OrderLineId,SKU,Supplier,Protein,PackDetails,QuantityOrdered,OrderUOM,ShippedItems,ShippedLb,Price,BillingUOM,Rev,Cost,Base,ProfitMargin,Description,SKU_Desc
Fraser Mittlestead,Puccini's Deli,PUCC01,Vancouver NS,TRSM Delivery - Ground,2022-04-11,329854.0,1259196.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,2.0,Pack,2.0,5.13,13.7,Pound,70.281,52.4799,63.2529,0.2532846715328468,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
Jason Pleym,Natures Fare Vernon,NATU06,Int Vernon,Clark - Ground,2022-04-12,329506.0,1257982.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.98,57.52,Each,57.52,35.65,57.55,0.3802155771905425,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Jesse Croy,Quails' Gate Winery,QUAI01,Int Kelowna,Clark - Ground,2022-04-12,329598.0,1260122.0,58122295,TRSM,Charcuterie,~2lb/pc,3.0,Pack,3.0,5.6,18.22,Pound,102.032,75.768,102.032,0.25740944017563117,Charcuterie Triple Fennel & Ale Salami Fresh TRSM,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM
Fraser Mittlestead,Parq Honey Salt,PARQ02,Vancouver W,TRSM Delivery - Ground,2022-04-12,329615.0,1258363.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.88,57.55,Each,57.55,30.27,57.55,0.4740225890529974,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
Jason Pleym,Natures Fare White Rock,NATU08,White Rock,TRSM Delivery - Ground,2022-04-12,329646.0,1258468.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,1.7,57.52,Each,57.52,35.65,57.55,0.3802155771905425,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Jesse Croy,Kelowna Yacht Club,KELO01,Int Kelowna,Clark - Ground,2022-04-12,329647.0,1258473.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,4.0,Each,4.0,9.26,14.99,Pound,138.8074,97.8782,131.7698,0.29486324216144094,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Jesse Croy,Tonik Distilling,TONI01,Int Castlegar,Clark - Ground,2022-04-12,329810.0,1259059.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,14.0,Pack,14.0,35.7,14.5,Pound,517.65,365.211,444.465,0.2944827586206896,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
Jesse Croy,Tonik Distilling,TONI01,Int Castlegar,Clark - Ground,2022-04-12,329810.0,1259061.0,58122137,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.47,15.0,Pound,22.05,14.2149,20.7858,0.35533333333333333,"Charcuterie Pepperbites, Cold Smoked Fresh TRSM","58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM"
Gian Linuzzi,Unsworth Vineyard Restaurant,UNSW01,Duncan,Island Point,2022-04-12,329855.0,1259198.0,58122113,TRSM,Charcuterie,~1.5 - 2.5 Lbs,1.0,Each,1.0,2.1,16.0,Pound,33.6,24.528,32.739,0.2700000000000001,Charcuterie Coppa Fresh TRSM,58122113 - Charcuterie Coppa Fresh TRSM
Gian Linuzzi,Unsworth Vineyard Restaurant,UNSW01,Duncan,Island Point,2022-04-12,329855.0,1259199.0,58122239,TRSM,Charcuterie,~2-3 Lbs,1.0,Each,1.0,1.48,15.0,Pound,22.2,14.9776,19.9652,0.3253333333333333,Charcuterie Lonzino Fresh TRSM,58122239 - Charcuterie Lonzino Fresh TRSM
Gian Linuzzi,Caffe Fant Dockside - Deli,CAFF02,Victoria,Island Point,2022-04-12,329856.0,1259205.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.44,17.0,Pound,24.48,17.2224,23.2704,0.2964705882352941,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Gian Linuzzi,Caffe Fant Dockside - Deli,CAFF02,Victoria,Island Point,2022-04-12,329856.0,1259206.0,58122137,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.46,14.5,Pound,21.17,14.1182,20.6444,0.33310344827586214,"Charcuterie Pepperbites, Cold Smoked Fresh TRSM","58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM"
Gian Linuzzi,Caffe Fant Dockside - Deli,CAFF02,Victoria,Island Point,2022-04-12,329856.0,1259207.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.45,14.5,Pound,21.025,14.2535,20.503,0.3220689655172413,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Gian Linuzzi,Caffe Tre Fantastico,CAFF01,Victoria,Island Point,2022-04-12,329858.0,1259217.0,58122148,TRSM,Charcuterie,~2 Lbs,3.0,Each,3.0,5.59,18.5,Pound,103.415,70.993,95.6449,0.3135135135135136,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Gian Linuzzi,Caffe Tre Fantastico,CAFF01,Victoria,Island Point,2022-04-12,329858.0,1259218.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,2.0,Each,2.0,4.73,15.0,Pound,70.95,49.9961,67.3079,0.2953333333333334,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Dave Wright,Stong's Northwoods Deli,STON05,Vancouver NS,TRSM Delivery - Ground,2022-04-12,329881.0,1259323.0,58122113,TRSM,Charcuterie,~1.5 - 2.5 Lbs,2.0,Each,1.0,2.58,17.5,Pound,45.15,30.1344,40.2222,0.3325714285714286,Charcuterie Coppa Fresh TRSM,58122113 - Charcuterie Coppa Fresh TRSM
Jesse Croy,Le Marche,LEMA01,Int Kamloops,Clark - Ground,2022-04-12,329883.0,1259347.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.54,16.5,Pound,25.41,18.4184,24.64,0.2751515151515152,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Jesse Croy,Le Marche,LEMA01,Int Kamloops,Clark - Ground,2022-04-12,329883.0,1259349.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.45,14.0,Pound,20.3,14.2535,20.3,0.2978571428571428,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Jesse Croy,Le Marche,LEMA01,Int Kamloops,Clark - Ground,2022-04-12,329883.0,1259350.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,1.0,Pack,1.0,1.59,24.25,Pound,38.5575,28.8744,38.5575,0.2511340206185566,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Jesse Croy,Le Marche,LEMA01,Int Kamloops,Clark - Ground,2022-04-12,329883.0,1259352.0,58122148,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,3.69,18.25,Pound,67.3425,46.863,62.5086,0.3041095890410959,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Jesse Croy,Le Marche,LEMA01,Int Kamloops,Clark - Ground,2022-04-12,329883.0,1259355.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,2.0,Each,2.0,4.64,14.5,Pound,67.28,49.0448,65.3776,0.2710344827586207,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Jesse Croy,Le Marche,LEMA01,Int Kamloops,Clark - Ground,2022-04-12,329883.0,1259362.0,58122166,TRSM,Charcuterie,~2lbs/pc,2.0,Pack,2.0,3.54,24.0,Pound,84.96,63.4014,84.5706,0.2537499999999999,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Gian Linuzzi,Salt Spring Wild Cider,SALT04,Salt Spring,Island Point,2022-04-12,330018.0,1259968.0,58122239,TRSM,Charcuterie,~2-3 Lbs,2.0,Each,2.0,3.2,15.0,Pound,48.0,32.384,43.584,0.3253333333333333,Charcuterie Lonzino Fresh TRSM,58122239 - Charcuterie Lonzino Fresh TRSM
Fraser Mittlestead,IL Posto,ILPO01,Delta,TRSM Delivery - Ground,2022-04-12,329892.0,1259384.0,58122154,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,2.0,18.0,Pound,36.0,25.88,34.58,0.28111111111111114,Charcuterie Soria Chorizo Salami Fresh TRSM,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM
Fraser Mittlestead,IL Posto,ILPO01,Delta,TRSM Delivery - Ground,2022-04-12,329892.0,1259642.0,58122148,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,1.86,18.0,Pound,33.48,23.622,31.5084,0.2944444444444444,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Jesse Croy,The Cannery Brewing,CANN01,Int Penticton,Clark - Ground,2022-04-12,329900.0,1259401.0,58122154,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,3.97,18.5,Pound,73.445,51.3718,69.3162,0.30054054054054047,Charcuterie Soria Chorizo Salami Fresh TRSM,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM
Jesse Croy,The Cannery Brewing,CANN01,Int Penticton,Clark - Ground,2022-04-12,329900.0,1259402.0,58122295,TRSM,Charcuterie,~2lb/pc,3.0,Pack,3.0,5.5,19.5,Pound,107.25,74.415,100.21,0.3061538461538461,Charcuterie Triple Fennel & Ale Salami Fresh TRSM,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM
Jesse Croy,The Cannery Brewing,CANN01,Int Penticton,Clark - Ground,2022-04-12,329900.0,1259403.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.89,17.0,Pound,49.13,34.5644,46.7024,0.29647058823529415,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Jesse Croy,The Cannery Brewing,CANN01,Int Penticton,Clark - Ground,2022-04-12,329900.0,1259404.0,58122137,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.91,14.5,Pound,42.195,28.1397,41.1474,0.333103448275862,"Charcuterie Pepperbites, Cold Smoked Fresh TRSM","58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM"
Jesse Croy,The Cannery Brewing,CANN01,Int Penticton,Clark - Ground,2022-04-12,329900.0,1259405.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.92,14.5,Pound,42.34,28.7036,41.2888,0.3220689655172414,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Jesse Croy,The Cannery Brewing,CANN01,Int Penticton,Clark - Ground,2022-04-12,329900.0,1259406.0,58122239,TRSM,Charcuterie,~2-3 Lbs,2.0,Each,2.0,3.53,15.0,Pound,52.95,35.7236,48.0786,0.3253333333333334,Charcuterie Lonzino Fresh TRSM,58122239 - Charcuterie Lonzino Fresh TRSM
Jesse Croy,The Cannery Brewing,CANN01,Int Penticton,Clark - Ground,2022-04-12,329900.0,1259407.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,2.0,Each,2.0,4.68,15.5,Pound,72.54,49.4676,66.5964,0.31806451612903236,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Gian Linuzzi,Healthyway Foods - Deli,HEAL03,Campbell River,Island Point,2022-04-12,329907.0,1259431.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,3.0,Each,3.0,7.0,14.5,Pound,101.5,73.99,99.61,0.27103448275862074,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Dave Wright,Town Square,TOWN02,S2S Pemberton,TRSM Delivery - Ground,2022-04-12,329908.0,1259437.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.47,14.5,Pound,21.315,14.4501,20.58,0.3220689655172414,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Gian Linuzzi,Healthyway Natural Foods,HEAL02,Campbell River,Island Point,2022-04-12,329910.0,1259450.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,1.68,58.5,Each,58.5,35.65,58.13,0.3905982905982906,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Jason Pleym,Choices Market #521 Abbotsford,CHOI08,Greater Vancouver,TRSM Delivery - Ground,2022-04-12,329932.0,1259526.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.86,57.55,Each,57.55,30.27,57.55,0.4740225890529974,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
Jason Pleym,Choices Market #521 Abbotsford,CHOI08,Greater Vancouver,TRSM Delivery - Ground,2022-04-12,329932.0,1259527.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.9,57.55,Each,57.55,30.46,57.55,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Jason Pleym,Choices Market #521 Abbotsford,CHOI08,Greater Vancouver,TRSM Delivery - Ground,2022-04-12,329932.0,1259528.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,1.7,57.55,Each,57.55,35.65,57.55,0.3805386620330148,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Dave Wright,Nourish Market,NOUR06,Vancouver NS,TRSM Delivery - Ground,2022-04-12,329938.0,1259564.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.85,16.5,Pound,30.525,22.126,29.6,0.2751515151515151,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Gian Linuzzi,Swan's Brewpub,SWAN01,Victoria,Island Point,2022-04-12,329941.0,1259579.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,8.0,Pack,8.0,20.46,13.25,Pound,271.095,209.3058,254.727,0.22792452830188686,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
Gian Linuzzi,The Drake Eatery,DRAK01,Victoria,Island Point,2022-04-12,329943.0,1259590.0,58122148,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,3.7,18.5,Pound,68.45,46.99,63.307,0.31351351351351353,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Jesse Croy,The Bench Market,BENC01,Int Penticton,Clark - Ground,2022-04-12,329949.0,1259616.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,1.68,58.15,Each,58.15,35.65,58.13,0.38693035253654345,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Jesse Croy,The Bench Market,BENC01,Int Penticton,Clark - Ground,2022-04-12,329949.0,1259617.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.92,58.13,Each,58.13,30.46,58.13,0.4760020643385515,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Jesse Croy,The Bench Market,BENC01,Int Penticton,Clark - Ground,2022-04-12,329949.0,1259618.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.86,58.15,Each,58.15,30.27,58.13,0.47944969905417023,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
Fraser Mittlestead,Uli's Restaurant,ULIS01,White Rock,TRSM Delivery - Ground,2022-04-12,329962.0,1259976.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,2.0,Each,2.0,4.73,14.5,Pound,68.585,49.9961,66.6457,0.27103448275862063,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Jason Pleym,Be Fresh Cypress,BEFR01,Vancouver W,TRSM Delivery - Ground,2022-04-12,329969.0,1259692.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,2.0,Pack,2.0,2.95,24.15,Pound,71.2425,53.572,71.5375,0.2480331262939959,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Jason Pleym,Organic Acres Market,SPUD02,Vancouver E,TRSM Delivery - Ground,2022-04-12,329971.0,1259698.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,4.0,Pack,4.0,5.9,24.15,Pound,142.485,107.144,143.075,0.2480331262939959,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Jason Pleym,Organic Acres Market,SPUD02,Vancouver E,TRSM Delivery - Ground,2022-04-12,329971.0,1259699.0,58122108,TRSM,Charcuterie,~2.7 Lbs Pck/8 pc,1.0,Pack,1.0,2.6,16.0,Pound,41.6,28.574,38.194,0.313125,"Charcuterie Chorizo, Cold Smoked Fresh TRSM","58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM"
Jason Pleym,Organic Acres Market,SPUD02,Vancouver E,TRSM Delivery - Ground,2022-04-12,329971.0,1259700.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.9,17.0,Pound,49.3,34.684,46.4,0.29647058823529415,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Jason Pleym,Organic Acres Market,SPUD02,Vancouver E,TRSM Delivery - Ground,2022-04-12,329971.0,1259701.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.9,16.0,Pound,46.4,28.507,40.6,0.38562499999999994,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Jesse Croy,The Modest Butcher,MODE02,Int Kelowna,Clark - Ground,2022-04-12,329981.0,1259768.0,58122295,TRSM,Charcuterie,~2lb/pc,1.0,Pack,1.0,1.9,18.5,Pound,35.15,25.707,34.618,0.2686486486486486,Charcuterie Triple Fennel & Ale Salami Fresh TRSM,58122295 - Charcuterie Triple Fennel & Ale Salami Fresh TRSM
Dave Wright,Chateau Whistler,CHAT03,S2S Whistler,TRSM Delivery - Ground,2022-04-12,329991.0,1259844.0,58122135,TRSM,Charcuterie,~1lb,5.0,Pound,5.0,5.53,28.5,Pound,157.605,115.3005,153.9552,0.2684210526315789,Charcuterie Beef Bresaola Fresh TRSM,58122135 - Charcuterie Beef Bresaola Fresh TRSM
Dave Wright,Chateau Whistler,CHAT03,S2S Whistler,TRSM Delivery - Ground,2022-04-12,329991.0,1259852.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",4.0,Pack,4.0,5.73,16.5,Pound,94.545,68.5308,91.68,0.27515151515151515,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Dave Wright,Chateau Whistler,CHAT03,S2S Whistler,TRSM Delivery - Ground,2022-04-12,329991.0,1259853.0,58122148,TRSM,Charcuterie,~2 Lbs,3.0,Each,3.0,5.63,17.5,Pound,98.525,71.501,95.3722,0.2742857142857143,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Jesse Croy,Meat Matters,MEAT08,INT Cranbrook,Clark - Ground,2022-04-12,329997.0,1259869.0,58122137,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",4.0,Pack,4.0,5.89,15.0,Pound,88.35,56.9563,83.2846,0.3553333333333333,"Charcuterie Pepperbites, Cold Smoked Fresh TRSM","58122137 - Charcuterie Pepperbites, Cold Smoked Fresh TRSM"
Jesse Croy,Meat Matters,MEAT08,INT Cranbrook,Clark - Ground,2022-04-12,329997.0,1259870.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",4.0,Pack,4.0,5.78,16.0,Pound,92.48,56.8174,81.7292,0.38562500000000005,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Jesse Croy,Meat Matters,MEAT08,INT Cranbrook,Clark - Ground,2022-04-12,329997.0,1259874.0,58122108,TRSM,Charcuterie,~2.7 Lbs Pck/8 pc,4.0,Pack,4.0,10.58,16.0,Pound,169.28,116.2742,157.0072,0.31312500000000004,"Charcuterie Chorizo, Cold Smoked Fresh TRSM","58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM"
Jesse Croy,Meat Matters,MEAT08,INT Cranbrook,Clark - Ground,2022-04-12,329997.0,1259876.0,58122166,TRSM,Charcuterie,~2lbs/pc,1.0,Pack,1.0,1.77,24.99,Pound,44.2323,31.7007,42.7101,0.28331332533013204,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Gian Linuzzi,Salt Spring Wild Cider,SALT04,Salt Spring,Island Point,2022-04-12,330018.0,1259964.0,58122148,TRSM,Charcuterie,~2 Lbs,4.0,Each,4.0,7.39,18.5,Pound,136.715,93.853,126.4429,0.3135135135135136,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Gian Linuzzi,Salt Spring Wild Cider,SALT04,Salt Spring,Island Point,2022-04-12,330018.0,1259954.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",4.0,Pack,4.0,5.98,16.5,Pound,98.67,71.5208,96.6368,0.2751515151515152,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Gian Linuzzi,KingFisher,KING03,Campbell River,Island Point,2022-04-12,330021.0,1259983.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.96,14.0,Pound,41.44,29.0968,41.8544,0.29785714285714276,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Gian Linuzzi,KingFisher,KING03,Campbell River,Island Point,2022-04-12,330021.0,1259989.0,58122148,TRSM,Charcuterie,~2 Lbs,3.0,Each,3.0,5.64,18.5,Pound,104.34,71.628,96.5004,0.31351351351351353,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Gian Linuzzi,KingFisher,KING03,Campbell River,Island Point,2022-04-12,330021.0,1259990.0,58122154,TRSM,Charcuterie,~2 Lbs,3.0,Each,3.0,6.17,19.5,Pound,120.315,79.8398,107.7282,0.3364102564102564,Charcuterie Soria Chorizo Salami Fresh TRSM,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM
Jesse Croy,Miradoro at Tinhorn Creek,MIRA01,Int Penticton,Clark - Ground,2022-04-12,330043.0,1260077.0,58122108,TRSM,Charcuterie,~2.7 Lbs Pck/8 pc,4.0,Pack,4.0,10.63,16.75,Pound,178.0525,116.8237,157.7492,0.3438805970149254,"Charcuterie Chorizo, Cold Smoked Fresh TRSM","58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM"
Jesse Croy,Quails' Gate Winery,QUAI01,Int Kelowna,Clark - Ground,2022-04-12,330052.0,1260129.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.86,58.13,Each,58.13,30.46,58.13,0.4760020643385515,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Jesse Croy,Quails' Gate Winery,QUAI01,Int Kelowna,Clark - Ground,2022-04-12,330052.0,1260130.0,58122301,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.86,58.13,Each,58.13,30.27,58.13,0.4792706003784621,"Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)","58122301 - Charcuterie Salami, Tuscan Fresh TRSM (Retail Case)"
Jesse Croy,Quails' Gate Winery,QUAI01,Int Kelowna,Clark - Ground,2022-04-12,330052.0,1260131.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,1.7,58.13,Each,58.13,35.65,58.13,0.38671942198520565,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Fraser Mittlestead,Alibi Room,ALIB02,Vancouver E,TRSM Delivery - Ground,2022-04-12,330057.0,1260139.0,58122239,TRSM,Charcuterie,~2-3 Lbs,1.0,Each,1.0,1.76,15.0,Pound,26.4,17.8112,23.7424,0.3253333333333333,Charcuterie Lonzino Fresh TRSM,58122239 - Charcuterie Lonzino Fresh TRSM
